meaning,participant,round,pair,totalPath,totalAmplitude,totalBbmv,totalVelocity,totalPartitioning,totalConvexHull,peakAcceleration,condition
lopata,p034,3,P033_P034_Z,56.58542196168879,167.00065164965244,13021.822587865809,14.99828111011323,3.5977011494252875,2146.3605215005805,2418.809856871528,sit
ksiazka,p053,3,P053_P054_Z,77.39630793497788,39.77084420962058,30392.481373430845,18.059061624689598,4.501915708812261,5842.024606233549,2041.2525343383093,stand
ksiazka,p048,1,P047_P048_Z,43.05211159462564,174.74566288671213,11410.045492937275,12.31822710664615,2.636015325670498,1159.692565193241,1384.8139336461866,stand
schodzic,p100,2,P099_P100_Z,79.82784069277365,55.29238225104534,46935.14576281471,18.229049297180325,3.670498084291188,7805.013818673483,1171.0454630373313,stand
lawka,p144,1,P143_P144_Z,156.96217851793446,55.60114415969689,47198.23161250027,11.39642429897505,15.597701149425289,7704.78950040484,1365.074407579003,sit
lowic,p020,1,P019_P020_Z,112.46050273494352,48.09847538907563,47470.14275780419,10.754731138026727,10.272030651340996,9463.761785839692,1774.2088566037226,stand
ksiazka,p005,2,P005_P006_Z,54.29484284262969,36.786382946324,3946.302768331486,6.915029297029427,6.735632183908046,994.6924527465604,837.9419842562497,sit
strzelac,p138,3,P137_P138_Z,38.36790092453989,48.295910140111566,3757.627746457674,13.27301640623861,3.4061302681992336,792.9378561480626,1319.933806767392,sit
jablko,p095,1,P095_P096_Z,151.40016407312828,48.27541623391922,29668.99529161818,7.074945005330304,19.448275862068964,7140.508445562396,873.5000054662772,stand
lopata,p025,2,P025_P026_Z,135.0237348336515,90.70698155329391,66491.39780940812,25.535937369931062,4.743295019157088,13296.314083418642,1670.0953091591327,stand
drewno,p023,1,P023_P024_Z,383.976343068594,39.60300479124143,92121.0582933529,6.726597981236183,56.2911877394636,25988.798636738164,1460.372567171944,stand
rower,p042,3,P041_P042_Z,57.37244315513106,57.47016895015692,32018.411428724867,24.351552591114693,2.425287356321839,5563.830003616038,1240.935903157084,stand
rabac,p065,3,P065_P066_Z_SIT,147.32333848276747,29.0512713635978,24216.15747583759,22.348032049749,6.919540229885057,5865.231320064075,2842.33218251016,stand
gwozdz,p010,1,P009_P010_Z,72.94491278636762,71.3418309988384,45253.0869889955,11.822205573132791,5.969348659003831,7872.173369059389,4959.734928598044,stand
drabina,p055,2,P055_P056_Z,175.77874814155015,29.554191782369905,72009.78111183856,28.940724128807076,4.992337164750958,18210.457405515608,2245.188738009858,stand
gwozdz,p132,3,P131_P132_Z,58.57164848784352,50.95988779975218,6657.720344945629,10.36016555144722,6.199233716475096,1265.3170667263355,2019.9547322772703,stand
schodzic,p110,2,P109_P110_Z,129.49040687069404,36.3801051727168,205786.23878319576,27.85105224590849,4.015325670498084,29566.46152428365,1636.344266116422,stand
gwozdz,p100,1,P099_P100_Z,107.07671348881878,55.69425338575589,25960.287288336734,15.39181697960941,7.762452107279693,8905.699077544386,2715.5974954700923,stand
lowic,p081,2,P081_P082_Z,145.2295484184539,57.94410913915485,57266.89761081829,14.9440777351656,8.773946360153257,11273.863877952435,1533.4937621893268,stand
wedka,p024,1,P023_P024_Z,148.56388467851514,104.230215086377,113242.08430910404,19.74975927637011,5.590038314176245,30390.893966797707,2581.684948607616,stand
gwozdz,p085,3,P085_P086_Z,105.04238789635896,46.5573985079731,16952.34030924203,18.88699693035878,5.731800766283525,2461.523502827098,2776.383507923897,stand
wchodzic,p094,3,P093_P094_Z,116.89089061917284,69.99132836356864,67584.8872673777,19.137493024041408,5.065134099616858,9948.477515517548,1646.1402641973227,stand
skakac,p041,1,P041_P042_Z,64.34522186367423,179.1410515834666,5357.835695760499,29.611471277097024,2.3908045977011496,1203.2550151713888,2701.2982876212272,stand
chodzic,p040,2,P039_P040_Z,157.4009968558319,46.75550739208573,62299.58868588004,28.76292181709488,4.727969348659004,21270.831460196965,1574.2347384111188,stand
patelnia,p041,1,P041_P042_Z,82.10239072028034,186.72178055773307,24190.01331088701,14.625090289509286,5.934865900383142,2641.9926586623315,1563.452477727595,stand
wchodzic,p052,2,P051_P052_Z,49.57702202490166,46.8331396986966,21971.245963251196,17.608429260963923,2.505747126436781,4149.005594434655,1419.5760724799654,stand
jechac,p040,1,P039_P040_Z,488.1480701170408,167.4271413403635,220053.75652676745,21.188203209353524,23.50191570881226,74469.04720916561,2883.493658838622,stand
siedziec,p006,1,P005_P006_Z,19.47244324084669,65.84820731304741,2294.830834157565,3.3512165665071745,6.298850574712644,195.3860559705419,593.9030817087679,sit
czytac,p065,1,P065_P066_Z_SIT,40.31879808559616,82.03795514100798,4705.638119234778,4.918159100196806,7.1915708812260535,976.201440493278,1037.2774771306415,stand
czytac,p110,3,P109_P110_Z,84.48644378636092,59.51222601717148,69540.12601938877,20.08178345034148,2.8045977011494254,15761.399402778054,1520.4196810912997,stand
smazyc,p115,3,P115_P116_N,45.07454376379973,517.8466457581515,10680.739734850282,13.835760915496618,3.5593869731800765,2141.5873366991395,1745.751543137407,sit
smazyc,p120,2,P119_P120_Z,37.530037094477535,60.15864899848883,2610.6781306194325,7.930409464859482,5.302681992337165,518.2562866446059,890.4197055287949,sit
rower,p036,1,P035_P036_Z,180.6786941705403,34.150584331874825,66276.62760652402,20.880725446226872,8.10344827586207,16106.42513526297,2521.680994525376,sit
skakanka,p013,3,P013_P014_Z,110.26429755622205,43.66778329360011,34441.241584612595,37.71145305769807,2.8199233716475094,7337.494670097759,3135.325231941953,stand
ksiazka,p014,2,P013_P014_Z,34.637544911816,84.46850635131784,13721.653527397366,8.089273626619391,3.268199233716475,862.7683643975721,2277.1713456655,stand
skakanka,p030,3,P029_P030_Z,85.31435606487427,38.03298062288879,15175.621077248052,15.749597792436193,5.145593869731801,3708.554916912567,1249.3102655769476,sit
laska,p062,3,P061_P062_Z,45.03623463892578,43.9664044622429,6709.908036366717,8.694781177640284,6.440613026819923,994.0894059482656,2755.1808860661326,sit
patelnia,p078,2,P077_P078_Z,142.76104990593504,29.16298369999731,16565.847215288195,7.458804056254516,16.53639846743295,4223.58023848637,1252.29590864441,sit
smazyc,p055,1,P055_P056_Z,81.04525175674897,148.31284459384074,19238.57041542608,12.90294482974338,7.176245210727969,3129.987476847722,1145.960784521425,stand
skakac,p018,2,P017_P018_Z,42.14398870340199,56.425686933027215,3731.4549638536782,20.604163735168,1.996168582375479,772.877888491814,2009.4707999036204,stand
otworzyc,p081,1,P081_P082_Z,197.53365927736365,81.07885711005004,123309.4036540954,17.648300006377173,9.881226053639846,32149.0815207266,1411.6730519666548,stand
chodzic,p078,1,P077_P078_Z,43.11237197658921,27.51664057529039,5734.139326141666,5.833382150870764,8.17624521072797,1286.5652626321712,1055.253616513662,sit
czytac,p016,1,P015_P016_Z,49.8795613015813,61.68744907686799,15531.7539574586,9.426888002923048,4.049808429118774,1822.3544685856416,1821.7835552847664,stand
chodzic,p103,1,P103_P104_Z,61.903547563547264,74.81975121637664,3189.3036840220225,17.568579505048707,3.2528735632183907,769.692297952448,1642.5820761900727,stand
schodzic,p055,2,P055_P056_Z,101.30911103624406,86.89782522448445,73114.2936555631,14.488939249655775,6.697318007662835,9938.178258944728,1509.904471983555,stand
lopata,p020,3,P019_P020_Z,86.98802661266357,65.05231614364662,53983.3542143549,23.18199299198444,3.35632183908046,10285.246655996358,1442.0556158167622,stand
otworzyc,p008,1,P007_P008_Z,180.1192557326817,65.97430810557162,50573.23414882984,8.944400389005956,22.27969348659004,16310.266624614274,1291.6598454868565,sit
wchodzic,p077,3,P077_P078_Z,77.47687358706571,38.63925373396885,17299.14317259673,8.012701023868862,9.291187739463602,1973.865886881564,983.7346844537316,sit
butelka,p128,3,P127_P128_N,24.040494565505742,87.09208195783904,2429.297108951956,6.06148774564204,3.64367816091954,158.02028767673812,450.6100139553162,sit
luneta,p095,2,P095_P096_Z,46.78721082178383,93.81860660575086,71983.11239856773,14.335273633741055,1.9118773946360152,8966.362508131433,2051.935858871073,stand
lowic,p035,1,P035_P036_Z,48.36562184789375,29.06088032294241,6550.026818607749,9.267634139530164,5.685823754789272,1293.0438925678072,915.821163150854,sit
rower,p019,2,P019_P020_Z,87.88293295245421,66.34688543490523,102714.77904025116,15.795598484123843,5.417624521072797,16467.593575119176,1352.9219499893393,stand
gwozdz,p012,3,P011_P012_Z,85.54092730105931,56.33394983996595,34776.21709430625,15.969474648524278,4.754789272030651,8296.161445019246,2792.1765497720567,stand
lopata,p112,1,P111_P112_Z,491.0963207401202,29.110319300289596,93318.14874710406,24.33248216909233,17.35632183908046,27243.0515888181,3722.060188929777,sit
lawka,p065,2,P065_P066_Z_SIT,151.91827042389167,58.23812398882146,38624.24786349959,9.329047550269449,15.865900383141762,9485.736642426064,1606.34115735308,stand
skakanka,p123,3,P123_P124_Z,67.422056555071,67.10940329160204,9568.35401755429,19.98614021332143,3.5670498084291187,2265.426228640644,1115.2523568067647,sit
gwozdz,p073,2,P073_P074_Z,12.03081697175597,32.67680250091341,1571.6923327549086,1.5530712158916962,10.459770114942527,53.88251351738354,826.8996529548385,sit
wchodzic,p071,2,P071_P072_Z,8.994839624936658,40.18301494384902,365.6774510502668,4.262733586593674,1.4597701149425288,70.33574028232847,1023.34481646253,sit
skakanka,p139,2,P139_P140_N,71.53193920665223,82.5593114357257,6569.25020336007,20.704452546359644,3.954022988505747,1810.028000717162,1281.965107819559,stand
lopata,p116,3,P115_P116_N,49.18638496060746,43.14459510696254,11432.97189874732,13.505119518966064,3.2528735632183907,1275.0995698410827,1721.9713239992166,sit
skakanka,p093,1,P093_P094_Z,178.092754875409,56.66063630341278,73479.05968347701,36.84814008262409,4.601532567049809,18592.34460769389,2794.63287099166,stand
kopac,p070,1,P069_P070_N,98.16758241924268,51.86358400633158,26862.73683494681,19.785608650510785,4.402298850574713,6367.575344660524,1314.4082508619235,stand
strzelac,p122,1,P121_P122_Z,32.72669596375384,25.15031413847764,1220.2096256017085,8.273740815882398,5.432950191570881,158.58643329944928,1651.2531497094674,sit
schody,p098,1,P097_P098_Z,119.0775487906164,45.778793229125824,45181.68020469839,20.19198662565632,5.846743295019157,11256.826092370462,2389.7603306794213,stand
laska,p096,1,P095_P096_Z,178.93564386915773,111.31083711191904,67689.49118306937,13.636419458410003,12.436781609195402,21038.738780973505,1660.8904805719644,stand
schody,p106,3,P105_P106_Z,96.46988315993906,55.9656393625379,56940.15673877228,23.758580000951195,3.5900383141762453,8603.016290924095,2283.529447757276,stand
siedziec,p048,1,P047_P048_Z,56.84619964422869,166.50199336111206,9769.00271120169,10.344797071630522,4.938697318007663,1398.6324000525317,1462.9109391611437,stand
rower,p113,3,P113_P114_Z,90.85979249788636,63.05841545774011,11425.317394549147,13.38260892911091,6.793103448275862,2607.959957876008,1241.1296869166988,sit
luneta,p024,1,P023_P024_Z,192.85554550682323,87.51119838286297,117393.34230905364,12.893212238629744,10.195402298850574,27409.173831480617,1791.8510696298238,stand
lopata,p063,3,P063_P064_Z,57.11140248007817,55.07846712748197,6501.743283393586,13.81975741296949,3.8084291187739465,1401.9395783529233,1082.3350872638753,sit
butelka,p142,3,P141_P142_Z,22.723934526572915,68.11924911905783,1886.8225649516885,5.810254142134381,3.4482758620689653,197.97775431488137,501.0165465884703,sit
schody,p104,1,P103_P104_Z,87.84822721228473,104.81922688437535,94525.21513369626,14.724065829538542,5.352490421455939,22116.55681929176,1513.0761330010353,stand
wedka,p023,2,P023_P024_Z,80.91360318687477,231.3150927340424,44775.13511419046,19.13015659263357,2.32183908045977,10867.994431890857,888.3359726390373,stand
kopac,p122,2,P121_P122_Z,42.396275127723214,47.18405971751821,5200.930506508035,13.15506012382671,2.7471264367816093,862.6357328827324,1352.341640660072,sit
strzelac,p047,3,P047_P048_Z,82.02508605918796,74.59491348401446,63893.84401317006,28.316334396092035,3.1954022988505746,10815.23116951429,1984.6430288720003,stand
strzelac,p133,1,P133_P134_Z,20.090854194028232,24.524879404641368,1385.3083483386167,4.415292928339992,5.291187739463601,202.22266291928744,577.5493811286749,sit
skakac,p082,2,P081_P082_Z,59.65763824834065,71.10228895600225,4081.984842118294,19.45583705851078,2.6628352490421454,1017.352436864966,1628.4478882304231,stand
chodzic,p102,3,P101_P102_Z,84.69870843978077,45.65860772920089,47991.479338988975,31.55309336678391,2.0957854406130267,14411.516619380029,3464.1671437137893,stand
rower,p097,3,P097_P098_Z,82.37070564036628,45.177561339588486,32362.627340139665,14.062251629185996,5.076628352490421,4501.491054452874,1496.8466834815686,stand
drewno,p059,3,P059_P060_Z,66.98822904210637,21.085422635844623,18707.04691120978,18.478873174848207,3.555555555555556,4735.688888279214,1149.9392847346787,stand
luneta,p125,1,P125_P126_Z,31.809516034780245,26.909267535089096,7324.3218615286,4.622963780561389,7.264367816091954,828.8950322312756,557.2090924955545,sit
skakanka,46,2,P045_P046_Z,285.1636565228373,73.18311750542348,65321.87348359725,40.6898035219096,7.452107279693487,18487.600718600384,2843.768680901636,stand
gwozdz,p090,1,P089_P090_Z,62.09439000781136,104.0190808166791,37751.104875666,15.368078982531944,4.126436781609195,4896.76576816458,1391.945021762027,stand
luneta,p124,2,P123_P124_Z,55.40805292847504,69.03894126339635,9342.351582862915,11.308029028398051,3.911877394636016,1736.33111537329,1139.965368921715,sit
chodzic,p006,3,P005_P006_Z,15.345432914861185,46.91378059773023,736.9301874411385,3.2849804650684624,4.555555555555555,152.46742880311336,462.68934774596255,sit
patrzec,p109,1,P109_P110_Z,3.515792895565668,54.42418094926303,0.6717102864784029,0.5078724481267767,7.030651340996169,0.1452676392395986,50.673409899647545,stand
smazyc,p068,3,P067_P068_Z,72.2575266708813,66.22256332024214,21185.149864796284,16.14715606114406,4.8773946360153255,4001.814854372885,1187.6973705285884,sit
rower,p130,3,P129_P130_Z,43.86682541394907,36.82389143267517,2302.385374490979,11.7157172856056,3.471264367816092,628.2822867650956,797.250186196048,sit
drewno,p015,2,P015_P016_Z,277.5368562493674,52.48441902427677,117476.6623734505,25.567086365861435,9.839080459770114,34634.431814076655,2809.481620542402,stand
jablko,p078,1,P077_P078_Z,141.716902778297,32.59158256104049,14982.019309005049,8.241483670329865,14.0727969348659,3933.971832176395,1562.3459800534645,sit
siedziec,p023,1,P023_P024_Z,92.96193731689092,34.88846838303713,16874.65349263763,10.055476253449228,7.567049808429119,3903.9630705340414,1192.076615951006,stand
rower,p069,2,P069_P070_N,141.6684805304268,63.64270297182438,95900.80020253907,17.453354997030456,7.689655172413793,19027.4755210116,1772.2488298430894,stand
drabina,p057,1,P057_P058_Z,127.48168727226916,27.243995335921937,25455.04258131379,18.305273103452627,6.662835249042145,6080.0316828451205,1786.060680964823,sit
schody,p086,3,P085_P086_Z,59.14327480070148,75.58749543034594,63885.55082344587,18.33064790321014,2.681992337164751,13761.498565053138,1574.63840257467,stand
butelka,p097,1,P097_P098_Z,63.59961073992882,49.13802666413245,15672.733144804415,11.587018450963589,4.567049808429119,1332.2151491783102,1237.2248538118354,stand
patelnia,p064,2,P063_P064_Z,29.140101708192223,43.25229452814411,4028.904647265676,7.515387639794247,3.992337164750958,708.8250719944732,505.9976287735233,sit
schodzic,p029,1,P029_P030_Z,89.56111677701814,55.05518534051879,7873.8113214721425,4.349561143056159,21.22222222222222,1758.326773565937,857.0597813044395,sit
gwozdz,p004,3,P003_P004_Z,56.443250773120646,23.8496809336752,4071.0590508767177,6.915359893011215,9.402298850574711,745.3665850558579,1431.9806020758974,sit
patelnia,p105,1,P105_P106_Z,269.58253545427124,62.83019165177821,124583.70816789664,13.369344331018532,21.371647509578544,30572.019225425727,2295.7328138908547,stand
czytac,p117,2,P117_P118_Z,55.21293271174508,47.63024467316546,4045.410307811388,5.479046524285533,11.306513409961688,914.53647333896,784.1884834900671,sit
jechac,p073,3,P073_P074_Z,76.84308153808993,30.25449502438349,23737.44249206367,20.38010839258983,3.1954022988505746,3453.8854338896617,1563.603682007019,sit
skakac,p064,3,P063_P064_Z,11.291913281970087,24.49265661192421,2597.6059642566693,5.64718449522915,1.7279693486590038,119.32889104167204,553.9592605514604,sit
drabina,p137,2,P137_P138_Z,60.107934370393394,116.1594264619204,12366.518787502851,15.211817982788505,4.394636015325671,1922.8711117146977,1122.4340261903403,sit
czytac,p019,1,P019_P020_Z,46.350901313870935,77.40398591616636,4523.890519887142,11.928668249423067,3.846743295019157,1013.4523498000472,1155.95278018184,stand
ksiazka,p007,2,P007_P008_Z,33.48741456925826,29.511193265744527,4084.3376420398135,7.283445893367697,4.931034482758621,388.267658855612,632.5801513461803,sit
czytac,p094,3,P093_P094_Z,16.06985743767298,78.32852903928826,3328.121003968915,5.933930184248732,2.42911877394636,172.81766521532165,627.6642701442286,stand
luneta,p073,2,P073_P074_Z,29.894369320372068,95.38053979305516,9376.925967328483,16.02340563068765,1.4367816091954022,948.6914232214796,1614.9448672047374,sit
lopata,p040,1,P039_P040_Z,166.350466296387,47.25639148653392,64502.892083891806,27.596564109118408,5.118773946360153,16189.649132054885,1654.9579135236893,stand
patrzec,p110,3,P109_P110_Z,8.833032949505697,57.70145953707219,21.181963566218474,1.6465781524674423,5.295019157088123,4.375570349872648,301.993204474623,stand
jechac,p009,3,P009_P010_Z,149.5849025826301,41.82267672643663,25616.28764234468,27.85659905645796,4.731800766283525,5832.27822674082,2097.461202341432,stand
strzelac,p012,1,P011_P012_Z,66.33507050480546,54.56263211057178,52023.15283718557,14.38307010917615,4.490421455938697,11851.23151631616,1464.611632190539,stand
siedziec,p058,3,P057_P058_Z,21.170426874640384,126.70564635916855,3451.441502090772,8.228839775846424,2.310344827586207,524.6494809896221,1644.747863071423,sit
luneta,p113,2,P113_P114_Z,40.56048314382,57.64889266537592,11112.41114161232,9.80655086659099,3.3026819923371646,989.3697737553168,858.8189223847371,sit
wedka,p124,1,P123_P124_Z,29.42779454218667,61.78309902459658,9340.255620666916,11.71365678639694,2.4444444444444446,794.4350824319188,1173.0964292079454,sit
jablko,p081,3,P081_P082_Z,67.46957401632332,20.35054875152035,32950.97578169967,19.317056687790284,2.203065134099617,7331.083153479944,1283.7505699176213,stand
patelnia,p022,1,P021_P022_Z,40.648777286514274,48.02115886656727,8505.737334166317,7.100454312607406,4.796934865900383,656.8242967980652,1214.9907544182847,stand
rabac,p041,2,P041_P042_Z,110.861978172354,118.9075995049566,38684.17732699139,38.22887121650505,2.260536398467433,8707.251593422508,1757.7570955199528,stand
chodzic,p075,2,P075_P076_Z,9.887705526838737,121.66720976161916,1055.084026856159,2.516961277073739,4.670498084291188,55.85621106397812,267.019158105186,stand
drabina,p077,2,P077_P078_Z,160.33954802967816,50.45109242062048,40190.98770377792,17.012055130378492,8.172413793103448,10901.693976392296,1864.8738794128856,sit
lowic,p038,2,P037_P038_Z,147.06662694429804,63.559536718733305,55222.608694705086,22.118631952303534,7.022988505747127,9793.272289939305,2316.03720035684,stand
patrzec,p050,2,P049_P050_Z,143.5195629678463,37.61281728504167,100117.1057432767,22.23930009043714,4.8773946360153255,32308.45826520868,1723.4878129081253,stand
laska,p093,1,P093_P094_Z,163.90631485542875,26.213400034925627,103863.63618784338,14.484619871616106,11.452107279693486,28784.827865566465,2019.4934376570095,stand
schodzic,p048,2,P047_P048_Z,57.344402605183305,73.44495241031127,14516.666944895444,16.56795696469972,3.022988505747126,4015.622247508021,1073.9541390931804,stand
otworzyc,p073,3,P073_P074_Z,43.14638635551106,30.714338197232152,10746.265869014058,9.50136004694193,3.268199233716475,2497.9739163437275,1177.4163243725147,sit
rower,p085,3,P085_P086_Z,84.68575027572938,45.18086001824952,27268.878106849083,18.18679098829213,4.444444444444445,7720.412216979067,2098.1031413582973,stand
gwozdz,p055,3,P055_P056_Z,44.9814198644138,179.53679186648054,14665.794548227328,13.590478504653802,2.632183908045977,3661.1582508826577,2844.302036825602,stand
wchodzic,p010,3,P009_P010_Z,60.00046090667836,54.62309953976986,42085.60797626042,18.164499907714017,2.099616858237548,10454.644979061077,5621.944606896904,stand
otworzyc,p030,3,P029_P030_Z,129.50741842798584,38.36188972400335,79211.72970370374,18.415888200849896,5.716475095785441,25077.671350759792,1535.5272602890104,sit
rabac,p080,1,P079_P080_Z,173.23428437322008,70.93696826935026,58534.93154948745,26.933504332390072,5.003831417624521,16714.129802682684,2097.144148793623,stand
patelnia,p122,2,P121_P122_Z,35.912800722250324,52.340498689446605,5415.559180277719,9.645200144626362,3.689655172413793,1005.939086693267,774.4920539230382,sit
skakac,p090,2,P089_P090_Z,77.58819334843605,38.90006966532496,11640.73918277314,27.65264959480209,2.9195402298850577,3824.333830832393,1883.684135545518,stand
lowic,p125,1,P125_P126_Z,81.58624784555877,25.83036609699115,12135.372763999152,18.253809981727063,5.390804597701149,1201.060967586472,1358.232055303008,sit
lowic,p001,2,P001_P002_Z,79.48348218928015,38.877779249715466,40466.331845026245,20.29288165586087,3.708812260536399,8760.201100273429,1176.2223767395485,sit
kopac,p009,3,P009_P010_Z,15.431148819694677,25.101871919994306,2536.426350344092,13.427197358027884,1.0,98.82396521439571,732.6798959459729,stand
schodzic,p114,2,P113_P114_Z,32.75271245306866,38.62129260427617,5017.004622678313,5.8512986880376685,6.432950191570881,669.9975420596055,666.2846940433873,sit
patrzec,p103,3,P103_P104_Z,65.40564153136597,83.54139516699007,25847.39637509689,19.471824084775676,2.7241379310344827,3661.530627484751,1289.656848331122,stand
butelka,p047,1,P047_P048_Z,49.36065300661716,73.117415732252,7756.285117767295,11.663870317472554,3.9731800766283527,945.4284159712709,2349.39397926516,stand
lopata,p078,1,P077_P078_Z,206.5023976440174,26.86083578948541,47480.158116384526,15.149222215308054,14.306513409961688,14604.462936925644,2911.690411481728,sit
drabina,p058,3,P057_P058_Z,77.26050829603733,50.52038559279178,10598.88665332862,20.1353522463572,3.2873563218390807,1502.7587819597306,1436.450364949805,sit
patrzec,p141,1,P141_P142_Z,18.34703720556093,66.222199823144,1998.044354444528,3.660142459781329,5.9272030651340994,305.19649854441184,701.5288981581933,sit
lowic,p137,2,P137_P138_Z,136.42702078940445,30.833499243938075,30447.38772181725,21.013548772083368,6.490421455938697,7763.5162241878015,2686.2542499798465,sit
wchodzic,p050,2,P049_P050_Z,144.44690278716945,38.73799343140782,118625.01219522613,29.75774438034397,3.89272030651341,21979.938925893217,1791.9434054598482,stand
wbijac,p123,1,P123_P124_Z,24.37498814534225,47.84298264291199,3082.653196620161,7.515807310380902,3.475095785440613,497.2905418633838,1075.2193743512655,sit
patrzec,p115,1,P115_P116_N,16.888896834408925,81.72352028257501,2433.138911068261,4.68807509755516,4.459770114942529,228.8804143349075,723.6024937212558,sit
czytac,p052,2,P051_P052_Z,34.29985275825289,30.05003628213568,13805.075604357931,12.47889381534758,1.4367816091954022,1077.397261564421,2265.3450952019725,stand
lawka,p141,3,P141_P142_Z,55.551955770906886,74.08958234169441,3600.0161367852875,5.999329747867851,9.82375478927203,1028.7173913833951,835.6580449863861,sit
schody,p101,2,P101_P102_Z,135.013563911366,58.67953457914912,59024.860860271976,25.8227990677289,4.478927203065134,17458.177651038262,2281.484558839184,stand
siedziec,p019,3,P019_P020_Z,46.20878943561057,48.81624415821839,16986.766960989113,20.62958539647533,1.7509578544061302,3650.5747981271775,1134.3675798989916,stand
chodzic,p055,2,P055_P056_Z,127.79135956585353,28.485834453564006,235233.04238385824,37.00033008790599,2.6206896551724137,52514.156147256566,1728.9848882851677,stand
patelnia,p110,3,P109_P110_Z,114.35303911260868,66.18075600268739,38339.90109173799,22.85514284706021,5.291187739463601,6262.417404349188,2890.511946211139,stand
butelka,p013,3,P013_P014_Z,3.1588124836554283,56.7347842117554,0.8805226897944848,1.5761384572318131,1.846743295019157,0.180842223417703,545.8686412816057,stand
chodzic,p044,1,P043_P044_Z,190.07576664113589,76.0638922886495,77810.53569294058,25.76015478195161,5.885057471264368,25544.805933164844,1614.079249801193,stand
chodzic,p143,3,P143_P144_Z,29.35367596633041,65.80820741985238,6881.581182999585,5.104546915904867,6.605363984674329,797.059287972973,854.3554832121017,sit
luneta,p112,3,P111_P112_Z,24.07517456759356,46.61880925947239,6452.383474971674,9.644593483685588,1.4444444444444444,761.4321204834532,2565.654135289876,sit
rabac,p142,3,P141_P142_Z,50.64130637651914,83.80255190103395,5052.152400616259,9.145847452525114,5.145593869731801,787.1872664075488,705.2438435738727,sit
czytac,p016,2,P015_P016_Z,31.653291539310068,66.85989562368961,10680.617256243491,10.657533055259886,2.739463601532567,805.9212893195767,992.3767075760026,stand
butelka,p071,2,P071_P072_Z,20.339909482261906,44.55826339821779,1704.198465828573,6.568741417096092,2.528735632183908,140.50115699371543,2496.577176483595,sit
patrzec,p064,2,P063_P064_Z,1.17972480123111,64.79356594615409,0.937522172135772,0.377316225376137,3.333333333333333,0.0615269253733436,64.3385760359053,sit
obierac,p101,1,P101_P102_Z,53.485450700789485,75.54603320013229,33822.83036023566,11.42999340018611,4.605363984674329,3857.205070080969,1016.7245893319016,stand
patrzec,p003,2,P003_P004_Z,14.775162194591472,27.716561812536128,3116.2579360879404,5.621550175305197,1.9310344827586208,398.4467230015616,565.9387141292833,sit
schody,p125,3,P125_P126_Z,22.29382200417075,70.52612264743249,5342.0366265222,9.626263171357431,1.839080459770115,596.4404051569849,438.4271000197303,sit
ksiazka,p026,2,P025_P026_Z,21.945604519018254,35.75557178163333,11978.629520565562,9.170471264842964,2.2337164750957856,322.74563256933726,874.21028425998,stand
obierac,p075,2,P075_P076_Z,42.63467868767733,104.6690263908647,2524.5599399311463,5.45421356919468,7.295019157088123,461.1236033972928,1107.4296215619224,stand
kopac,p116,3,P115_P116_N,49.178205886136006,39.46757580736601,17065.805317097576,20.11993284087644,1.8773946360153255,2558.4038243795635,2135.740811496555,sit
lopata,p010,3,P009_P010_Z,115.95237140844112,42.99620351218499,52075.70473483555,23.96677098762088,4.134099616858237,14314.158333097395,1766.1909119462605,stand
luneta,p112,2,P111_P112_Z,28.42258883962541,27.012285967294115,7408.97155096207,13.32542840219097,1.3409961685823757,921.975203842922,3281.6167371664264,sit
butelka,p089,3,P089_P090_Z,56.97442961673377,44.28945209836714,25746.728387434578,25.53340752090728,1.8314176245210727,3552.135739768088,1479.7013623036728,stand
patelnia,p100,3,P099_P100_Z,41.34609807581692,68.44621424333485,9387.01295616855,16.90915202061388,2.49808429118774,649.6502764004954,1744.03282401571,stand
butelka,p053,1,P053_P054_Z,136.30938065886397,45.51408320198144,31356.52471151987,10.299645822093677,10.245210727969347,7581.46294424098,1071.8407144386656,stand
lopata,p107,2,P107_P108_Z,200.85491223322697,45.794458244402094,176634.2231751485,18.381226297082545,8.126436781609195,33137.50163599812,1946.270136168691,stand
patrzec,p132,2,P131_P132_Z,44.29382708813476,72.74708467076613,6209.4324622694985,6.891351097338217,6.206896551724138,986.4053471619198,920.5898155129748,stand
wedka,p138,2,P137_P138_Z,116.91707878259884,47.90667850081007,17995.32541616901,17.78559436723601,7.521072796934866,5450.373758971063,2602.4949833042538,sit
chodzic,p025,1,P025_P026_Z,150.48396602058128,59.132397829160126,36390.93236967982,22.431861048866903,7.065134099616858,15035.16402165714,2122.670828577237,stand
strzelac,p015,1,P015_P016_Z,40.20345538538225,35.41083396504424,15504.7598590759,13.93584748245972,3.6015325670498086,959.040564380506,2602.051571489036,stand
lopata,p073,2,P073_P074_Z,39.07037847837868,33.355449681903906,10556.542310987128,15.847486562880675,1.984674329501916,2475.559495483271,2120.590296912613,sit
rower,p092,2,P091_P092_Z,191.10551971006444,159.00588423562084,499874.9585480186,17.103336857288724,9.003831417624522,83045.94288824758,2196.857681023906,stand
lowic,p140,2,P139_P140_N,163.73344768584678,125.6774692918854,72749.82469116956,13.365639844174511,10.421455938697315,20192.01510960887,2409.280104290025,stand
lawka,p131,2,P131_P132_Z,70.03050572374293,39.5499255767046,9807.55448300422,7.987580554844493,7.977011494252873,2122.3443142518777,1406.8605873577576,stand
